,webUrl,website,features,review_Tags,cuisines,meal_Types,dishes,address,description,email,name,menuWebUrl,numberOfReviews,priceLevel,priceRange,rankingString,rankingDenominator,rating,rawRanking,image,owner_image_url
195,https://www.tripadvisor.com/Restaurant_Review-g189400-d6765593-Reviews-Lostre_Kouzina-Athens_Attica.html,http://www.lostrekouzina.eu,"Outdoor Seating, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Takeout, Reservations, Seating, Highchairs Available, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Playgrounds, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","grilled veggies, tsatsiki, bread, excellent food, appetizers, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mediterranean, Greek, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","Salad, Meatballs, Eggplant, Pork, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","32 Pitheou Neow Kosmos, Athens 117 43 Greece","Welcome to ""lostre kouzina"",a greek traditional restaurant located in a quite neighbourhood outside the tourist scene. The fastest way to get here is by getting off at the ""Agios Ioannis""metro station(Pytheou exit) and taking a five minute walk, down the Pytheou Str. Here you can enjoy traditional recipes with a modern touch by our experienced staff, either in the interior, the garden or the tables right outside the restaurant.",info@lostrekouzina.eu,Lostre Kouzina,http://tinyurl.com/lostrekouzina-catalogue,367,$$ - $$$,$12 - $16,"#73 of 3,608 places to eat in Athens",2952.0,4.5,4.623469829559326,https://media-cdn.tripadvisor.com/media/photo-o/11/13/6b/78/caption.jpg,"nan, nan, nan"
196,https://www.tripadvisor.com/Restaurant_Review-g189400-d2580508-Reviews-Trata_Fish_Tavern-Athens_Attica.html,http://www.athenstrata.gr,"Delivery, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Accepts Credit Cards, Table Service, Street Parking, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","fresh fish, seafood, mussels, sardines, taramasalata, greek salad, omonia square, excellent food, very friendly service, fava, capers, neighborhood, raki, homemade, greece, euros, heart, acropolis, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Seafood, Mediterranean, Greek, Healthy, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","Pasta, Shrimp, Salad, Calamari, Crawfish, Mussels, Cod, Tuna, Catfish, Clams, Octopus, Fish Soup, Shellfish, Pesto, Fish, nan, nan, nan, nan, nan, nan, nan, nan, nan","Themistokleous 8 Nikitara 9, Athens 106 78 Greece",,theano.chal@gmail.com,Trata Fish Tavern,http://www.athenstrata.gr,798,$$ - $$$,$10 - $25,"#78 of 3,608 places to eat in Athens",2952.0,4.5,4.612578392028809,https://media-cdn.tripadvisor.com/media/photo-o/1d/37/1e/59/caption.jpg,"nan, nan, nan"
197,https://www.tripadvisor.com/Restaurant_Review-g189400-d20034943-Reviews-Mpirmpilo_Restaurant-Athens_Attica.html,http://mpirmpilo.gr,"Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, Street Parking, Family style, Non-smoking restaurants, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","chicken skewers, greek salad, profiteroles, potatoes, zucchini balls, saganaki, fries, soft feta, super tasty food, greek food in athens, kolonaki area, wonderful dinner, highly recommend this restaurant, visit athens, big portions, ate here, friendly service, last night, specials, twist, neighborhood, greece, aubergine, serving, tourist, nan, nan, nan, nan, nan","Greek, Healthy, Mediterranean, European, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","Salad, Beef, Lamb, Pork, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Ploutarchou 26, Athens 106 76 Greece","Mpirmpilo name is inspired by the song of Michalis Sougioul and Emilio Savvidis and aims to travel you to another era. Plaid tablecloths, copper utensils, wooden beams on the ceiling. The warm decoration of the restaurant will take you back to the Grandma's Sunday table. Our cuisine is fully harmonized with the tradition and consists plenty of flavors from different places of Greece. Traditional appetizers, selected meats, daily made Greek food and also vegan plates. But no more talks, Let's taste...",info@mpirmpilo.gr,Mpirmpilo Restaurant,https://mpirmpilo.gr/menu,166,$$ - $$$,$4 - $17,"#80 of 3,608 places to eat in Athens",2952.0,4.5,4.604127883911133,https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/c8/79/8d/caption.jpg,"nan, nan, nan"
198,https://www.tripadvisor.com/Restaurant_Review-g3695532-d3346733-Reviews-Arsenis_Taverna-Paleo_Faliro_Attica.html,http://www.arsenistavern.gr/,"Takeout, Seating, Street Parking, Television, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Outdoor Seating, Highchairs Available, Wheelchair Accessible, Accepts Credit Cards, Table Service, Live Music, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","moussaka, greek salad, snapper, baklava, fried cheese, calamari, bread, french fries, fresh fish, the owner, taxi driver, delicious food, olive oil, athens, greece, marriott, mr, acropolis, concierge, hospitality, cruise, euros, nan, nan, nan, nan, nan, nan, nan, nan","Greek, Healthy, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","Moussaka, Pasta, Shrimp, Souvlaki, Salad, Calamari, Lamb chops, Eggplant, Fried cheese, French Fries, Octopus, Lamb, Pesto, Fish, Pork, nan, nan, nan, nan, nan, nan, nan, nan, nan","19 Sintagmatarchou Zissimopoulou, Paleo Faliro 175 64 Greece","Greek traditional food - homemade casserole food - seafood - friendly prices - excellent atmosphere - live greek music every Saturday night and Sunday lunch time - accepted credit cards VISA & MASTER CARD. - FREE Wi-Fi. Please contact us (by phone or mail) to help you how to get here in the restaurant by the easiest way . Free daily home delivery is offered for the areas of Kallithea, P. Faliro, Moschato, Neos Kosmos and N. Smyrni, from 12.00 to 23.00",info@arsenistavern.gr,Arsenis Taverna,,1242,$$ - $$$,,#2 of 156 places to eat in Paleo Faliro,127.0,4.5,4.605449676513672,https://media-cdn.tripadvisor.com/media/photo-o/03/3f/5f/2d/arsenis-taverna-iseris.jpg,"nan, nan, nan"
199,https://www.tripadvisor.com/Restaurant_Review-g189400-d23955658-Reviews-Grande_Dame_Athenian_Tavern-Athens_Attica.html,,"Reservations, Private Dining, Seating, Serves Alcohol, Accepts Credit Cards, Table Service, Delivery, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","couscous, breads and spreads, lime risotto, rocket salad, grilled sea bass, shrimp, dining experience in athens, service was great, delicious greek food, nice restaurant, trio, server, greece, dishes, cuisine, tender, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mediterranean, Greek, Wine Bar, Vegetarian Friendly, nan, nan, nan, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","Salad, Risotto, Lamb, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Nikis 46, Athens 10558 Greece",Real Greek Food -wine &coktail Bar,info@grandedame.gr,Grande Dame Athenian Tavern,,91,$$ - $$$,$15 - $40,"#81 of 3,608 places to eat in Athens",2952.0,5.0,4.5972089767456055,https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/97/4d/81/caption.jpg,"nan, nan, nan"
200,https://www.tripadvisor.com/Restaurant_Review-g3200149-d10386021-Reviews-Xrisimopolion-Keratsini_Piraeus_Region_Attica.html,http://www.xrisimopolion.gr/,"Takeout, Reservations, Outdoor Seating, Seating, Street Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Greek, Mediterranean, Barbecue, Healthy, Seafood, Vegetarian Friendly, Vegan Options, nan, nan, nan, nan","Lunch, Dinner, Drinks, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Pavlou Fyssa 53, Keratsini 187 57 Greece","Chrisimopolion is here, in Amphiali, housed in a stone building from the Olden Days, in a 1936 barracks! We, the people of Chrisimopolion are here to satiate your hunger with a smile and quench your thirst for fun, to buy you a song, or let you buy us one! Rest assured, we’re here to keep good company!",info@xrisimopolion.gr,Xrisimopolion,https://www.xrisimopolion.gr/%25ce%25bc%25ce%25b5%25ce%25bd%25ce%25bf%25cf%258d/,305,$$ - $$$,$4 - $30,#1 of 48 places to eat in Keratsini,38.0,4.5,4.609385013580322,https://media-cdn.tripadvisor.com/media/photo-o/15/98/92/86/t.jpg,"nan, nan, nan"
201,https://www.tripadvisor.com/Restaurant_Review-g189403-d19630235-Reviews-Psi_art-Piraeus_Piraeus_Region_Attica.html,http://www.psiart.gr,"Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Wine and Beer, Accepts Mastercard, Accepts Visa, Family style, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","seafood, stuffed squid, bread, sardines, potato salad, fries, fresh fish, great view, amazing location, lovely food, service was great, artemis, athens, mastiha, port, waiters, fava, greece, desert, marina, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Seafood, Vegetarian Friendly, Vegan Options, nan, nan, nan, nan, nan, nan, nan, nan","Lunch, Dinner, Drinks, nan, nan, nan","Shrimp, Salad, Octopus, Fish, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Leuforos Alexandrou Papanastasiou 60 Kastela, Piraeus Greece",,fishart68@gmail.com,Psi..art,,264,$,$25 - $35,#2 of 452 places to eat in Piraeus,367.0,4.5,4.616148471832275,https://media-cdn.tripadvisor.com/media/photo-o/1a/45/0d/92/art.jpg,"nan, nan, nan"
202,https://www.tripadvisor.com/Restaurant_Review-g189400-d8085059-Reviews-Wabi_Sabi-Athens_Attica.html,http://wabisabi.gr,"Delivery, Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","mongolian beef, sushi, egg fried rice, spring rolls, tom yum, hot and sour soup, rainbow roll, asian cuisine, kind staff, food was amazing, dishes, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Chinese, Sushi, Asian, Japanese, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","Noodle, Shrimp, Salad, Beef, Fried rice, Pork, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Kaniggos, 8, Athens Greece",,thikimphung@hotmail.com,Wabi Sabi,https://wabisabi.gr/menu,223,$$ - $$$,,"#76 of 3,608 places to eat in Athens",2952.0,4.5,4.617323398590088,https://media-cdn.tripadvisor.com/media/photo-m/1280/1c/25/2b/9b/new-place-new-decoration.jpg,"nan, nan, nan"
203,https://www.tripadvisor.com/Restaurant_Review-g189400-d8299948-Reviews-The_Greco_s_Project-Athens_Attica.html,http://www.grecosproject.gr,"Delivery, Takeout, Reservations, Outdoor Seating, Buffet, Seating, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Wheelchair Accessible, Accepts Credit Cards, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","gyros, zucchini fries, greek salad, pork, cake, pitta, syntagma square, quick service, great lunch, delicious food, big portions, elio, waiters, greece, honey, heart, euros, tourist, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Greek, Mediterranean, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan, nan, nan","Breakfast, Lunch, Dinner, Brunch, nan, nan","Gyros, Moussaka, Souvlaki, Salad, French Fries, Pork, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mitropoleos 5 Nikis, Athens 105 57 Greece",Greek restaurant with all the major specialyties,,The Greco's Project,https://www.grecosproject.gr/menu/,4039,$$ - $$$,$5 - $20,"#69 of 3,608 places to eat in Athens",2952.0,4.5,4.639688968658447,https://media-cdn.tripadvisor.com/media/photo-o/0c/6b/67/f1/the-grecos-project.jpg,"https://media-cdn.tripadvisor.com/media/photo-s/22/29/25/f6/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-s/22/29/25/be/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0c/6b/67/f1/the-grecos-project.jpg"
204,https://www.tripadvisor.com/Restaurant_Review-g189400-d1076890-Reviews-Diodos_Archaias_Agoras-Athens_Attica.html,http://www.diodos-restaurant.com/,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","kleftiko, cake, pork gyros, bread, greek salad, yogurt, seafood, calamari, fries, ancient agora, our waiter, delicious food, an amazing view, free dessert, red wine, nice service, great restaurant, tourist trap, george, acropolis, andreas, waiters, desert, greece, temple, honey, platter, monastiraki, feta, tourists","Seafood, Greek, Healthy, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan, nan","Lunch, Dinner, Brunch, Late Night, Drinks, nan","Gyros, Moussaka, Souvlaki, Salad, Calamari, Eggplant, Octopus, Seafood Platters, Lamb, Fish, Pork, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","19 Adrianou Monastiraki, Athens 105 55 Greece","Diodos is a unique restaurant in Athens, located onto Adrianou street, next to historical Orthodox church of Saint Philip, close to ancient Panathineon street, that leads to Acropolis hill since antiquity. Diodos' menu combines a variety of fresh fish, beef and meat dishes (including lamb), Greek salads (you can try Diodos salad), combined with pies (traditional spinach pies) traditional ouzo and cold beers.",,Diodos Archaias Agoras,https://www.diodos-restaurant.com/menu,2571,$$ - $$$,$8 - $16,"#68 of 3,608 places to eat in Athens",2952.0,4.5,4.63985013961792,https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/57/bc/b9/mousaka.jpg,"nan, nan, nan"
205,https://www.tripadvisor.com/Restaurant_Review-g189400-d6852056-Reviews-Ta_Karamanlidika_tou_Fani-Athens_Attica.html,http://karamanlidika.gr,"Takeout, Reservations, Outdoor Seating, Seating, Street Parking, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, Non-smoking restaurants, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","pastrami, cold cuts, cured meats, yogurt, pastirma, charcuterie, beef, stuffed vine leaves, potatoes, baklava, pies, salad, bread, meatballs, butcher shop, sweet carrots, central market, complimentary dessert, amazing food, maria, cheese, dishes, greek, kavourmas, greece, desert, chickpeas, neighborhood, honey, euros","Middle Eastern, Mediterranean, Greek, Gluten Free Options, nan, nan, nan, nan, nan, nan, nan","Lunch, Dinner, Brunch, nan, nan, nan","Tapas, Salad, Meatballs, Eggplant, Fried cheese, Beef, Fish, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Sokratous 1 Evripidou 52, Athens 105 52 Greece","Grocery · Restaurant · Fromagerie · Charcuterie “Ta Karamanlidika tou Fani” brings you the traditional tastes of Byzantium & Cappadokia, right on your table. At Fromagerie you may buy from our carefully selected collection of aged greek cheese. At Charcuterie you may taste the awarded “Sary” cold cuts. At Grocery you can select from a variety of exceptional gourmet, PDO and PGA food products of small scale, Greek producers. At Restaurant, our Menu includes aperitifs, salads, cheese & ham varieties, cold & hot dishes and desert, accompanied by a selection of distilled beverages and wines of local grape varieties. Fish lovers will enjoy Greek cured or smoked fish of high quality, such as anchovies, sardine, eel, trout, salmon and sturgeon. Specialties include traditionally cured, seasoned and aged ham, pastirma, sujuk, prosciutto, sausages, pastrami, PDO & aged cheese and extra-fine olive oil.",inquiries@karamanlidika.gr,Ta Karamanlidika tou Fani,https://karamanlidika.gr/menu/,6889,$$ - $$$,$4 - $15,"#63 of 3,608 places to eat in Athens",2952.0,4.5,4.647074222564697,https://media-cdn.tripadvisor.com/media/photo-o/07/d2/73/db/aramanlidika-athens-cold.jpg,"nan, nan, nan"
